Main_ID,RAdeg,DEdeg,PosErr,Pos_ref,Spectype,Spectype_ref,Class,Compact,Mx,Mx_err,Mx_ref,Mo,Mo_err,Mo_ref,Period,Period_err,Period_ref,Superorbital Period,Superorbital Period_err,Superorbital Period_ref,Eccentricity,Eccentricity_err,Eccentricity_ref,Spin_period,Spin_period_err,Spin_period_ref,RV,RV_err,RV_ref,Distance,Distance_err_lo,Distance_err_up,IGR_var,Swift_var,XMM_var,Chandra_var,Var,best_ID,AGILE_ID,AGILE_RA,AGILE_Dec,AGILE_err,AGILE_ref,HEAO_ID,HEAO_RA,HEAO_Dec,HEAO_err,HEAO_ref,UHURU4_ID,UHURU4_RA,UHURU4_Dec,UHURU4_err,UHURU4_ref,ARIEL3_ID,ARIEL3_RA,ARIEL3_Dec,ARIEL3_err,ARIEL3_ref,IGR_ID,IGR_RA,IGR_Dec,IGR_err,IGR_ref,2E_ID,2E_RA,2E_Dec,2E_err,2E_ref,ROSAT_ID,ROSAT_RA,ROSAT_Dec,ROSAT_err,ROSAT_ref,ROSATF_ID,ROSATF_RA,ROSATF_Dec,ROSATF_err,ROSATF_ref,FERMI_ID,FERMI_RA,FERMI_Dec,FERMI_err,FERMI_ref,SAX_ID,SAX_RA,SAX_Dec,SAX_err,SAX_ref,Swift_ID,Swift_RA,Swift_Dec,Swift_err,Swift_ref,XMM_ID,XMM_RA,XMM_Dec,XMM_err,XMM_ref,Chandra_ID,Chandra_RA,Chandra_Dec,Chandra_err,Chandra_ref,2MASS_ID,2MASS_RA,2MASS_Dec,2MASS_err,2MASS_ref,Gaia_ID,Gaia_RA,Gaia_Dec,Gaia_err,Gaia_ref
Cir X-1,230.170176407573,-57.1667421665391,2.7820018844472E-08,,B5-A0 I,2007MNRAS.374..999J,sg,,,,,,,,16.68,0.15,2007MNRAS.374..999J,,,,0.45,0.07,2007MNRAS.374..999J,,,,26,3,2007MNRAS.374..999J,7469,-2103,2320,Y,12.2279796600342,1,1,Y,Gaia DR3 5883218164517055488,,,,,,1H1516-569,230.1687,-57.1702,0,,,,,,,3A 1516-569,230.1687,-57.1702,0,,Cir X-1,230.17,-57.167,0.00699999978144964,,,,,,,,,,,,,,,,,,,,,,Cir X-1,230.152,-57.171,0.026666667064031,,2SXPS J152040.6-571002,230.16932,-57.16725,0.00033333334657881,,4XMM J152040.8-571000,230.170212,-57.166711,3.64841666666667E-05,,2CXO J152040.8-571000,230.170199941301,-57.1666752408961,0.00019719435941763,,2MASS J15204084-5710001,230.1702,-57.166706,1.66666662941376E-05,,5.88321816451706E+018,230.170176407573,-57.1667421665391,2.7820018844472E-08,
4U 1538-522,235.597298277769,-52.3860119916207,3.02903483518296E-09,,B0.2Ia,1978MNRAS.184P..73P,sg,NS,1.18,0.29,2004ARep...48...89A,20,,2004ARep...48...89A,3.72831,0.00002,2019ApJ...873...62H,14.913,0.0026,2021ApJ...906...13C,0.18,0.01,2015A&A...577A.130F,526.42,0.07,2019ApJ...873...62H,-158,11,2004ARep...48...89A,5614,-434,489,,0.997794091701508,1,1,Y,Gaia DR3 5886085557746480000,,,,,,1H1538-522,235.5964,-52.3892,0,,,,,,,3A 1538-522,235.5964,-52.3892,0,,4U 1538-522,235.597,-52.386,0.00466666668653488,,,,,,,,,,,,,,,,,,,,,,4U 1538-522,235.601,-52.367,0.0283333341280619,,2SXPS J154223.2-522311,235.59698,-52.38642,0.000972222222222222,,4XMM J154223.3-522309,235.597399,-52.386009,6.77188888888889E-05,,2CXO J154223.3-522309,235.597324265867,-52.3860520858588,0.000197268275613924,,2MASS J15422335-5223095,235.597322,-52.385994,1.66666662941376E-05,,5.88608555774648E+018,235.597298277769,-52.3860119916207,3.02903483518296E-09,
XTE J1543-568,236.02205987233,-56.761674431771,2.36704221202268E-08,,Be?,2001ApJ...553L.165I,Be?,NS,,,,,,,75.56,0.25,2001ApJ...553L.165I,,,,0.03,0,2001ApJ...553L.165I,27.12156,0.00059,2001ApJ...553L.165I,,,,5388,-1925,2675,Y,1.00190484523773,,,Y,Gaia DR3 5882543820303309696,,,,,,,,,,,,,,,,,,,,,XTE J1543-568,236.008,-56.712,0.0220000008742015,,,,,,,,,,,,,,,,,,,,,,XTE J1543-568,235.982,-56.776,0.0349999984105428,,2SXPS J154405.2-564541,236.02203,-56.76145,0.000972222222222222,2012ATel.4008....1K,,,,,,,,,,,2MASS J15440515-5645425,236.021468,-56.761826,1.66666662941376E-05,,5.88254382030331E+018,236.02205987233,-56.761674431771,2.36704221202268E-08,
1H 1555-552,238.590674500828,-55.3289895305954,3.52599813292424E-09,,B2IIIn,2003AJ....126.2971V,,,,,,19.4,5,2015MNRAS.453..976F,,,,,,,,,,,,,,,,1327,-35,27,,,,,,Gaia DR3 5884544931471259136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1554.3-5519,238.5925,-55.3261,0.00361111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J15542182-5519443,238.590917,-55.328995,1.66666662941376E-05,,5.88454493147126E+018,238.590674500828,-55.3289895305954,3.52599813292424E-09,
H 1553-542,239.451391669118,-54.4150980728914,6.19066556294759E-07,,B1-2 V,2016MNRAS.462.3823L,Be,NS,,,,10.8,,1996MNRAS.280L..31P,30.6,2.2,1983ApJ...274..765K,,,,,,,9.282155,0.000003,2022ApJ...927..194M,,,,,,,Y,1.14699697494507,,0,Y,Gaia DR3 5884711610544522112,,,,,,,,,,,,,,,,,,,,,H 1553-542,239.452,-54.435,0.0368333339691162,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J155747.9-542452,239.44972,-54.41466,0.000972222222222222,,,,,,,2CXO J155748.3-542453,239.4512683583,-54.4147321012406,0.00023003488698164,,2MASS J15574819-5424541,239.45082,-54.415031,1.94444445272287E-05,,5.88471161054452E+018,239.451391669118,-54.4150980728914,6.19066556294759E-07,
IGR J16195-4945,244.884095447588,-49.7418261700298,1.1718866104881E-08,,ON9.7Iab,2013A&A...560A.108C,SFXT?,,,,,27.8,,2005A&A...436.1049M,16,,2015A&ARv..23....2W,,,,,,,,,,,,,2642,-258,275,,3.97641038894653,,1,Y,Gaia DR3 5935509395659726592,,,,,,,,,,,,,,,,,,,,,AX J161929-4945,244.884,-49.742,0.0198333342870076,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J161932.3-494431,244.88493,-49.742,0.00033333334657881,,,,,,,2CXO J161932.2-494430,244.884177500002,-49.7418237291554,0.000200120608237604,,2MASS J16193220-4944305,244.884172,-49.741814,1.66666662941376E-05,,5.93550939565973E+018,244.884095447588,-49.7418261700298,1.1718866104881E-08,
IGR J16207-5129,245.192733715468,-51.5017060201424,1.04222767468956E-08,,B1Ia,2008A&A...486..911N,sg,,,,,,,,9.726,,2011ATel.3785....1J,,,,,,,,,,,,,8582,-1718,2016,,1.26603055000305,1,0,Y,Gaia DR3 5934776158877214848,,,,,,,,,,,,,,,,,,,,,IGR J16207-5129,245.193,-51.502,0.0133333335320155,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J162046.2-513006,245.19263,-51.50173,0.000833333333333333,,4XMM J162046.2-513005,245.192628,-51.501542,0.000203427222222222,,2CXO J162046.2-513006,245.192797213069,-51.5017061989274,0.000197902815267288,,2MASS J16204627-5130060,245.192798,-51.501675,1.66666662941376E-05,,5.93477615887722E+018,245.192733715468,-51.5017060201424,1.04222767468956E-08,
SWIFT J1626.6-5156,246.652188,-51.941818,1.66666662941376E-05,,B0Ve,2011A&A...533A..23R,Be,NS,,,,17.5,0,1996MNRAS.280L..31P,132.89,0.03,2010ApJ...711.1306B,,,,0.08,0.01,2010ApJ...711.1306B,15.346577,0.000001,2010ApJ...711.1306B,,,,,,,Y,19.1773300170898,,1,Y,2MASS J16263652-5156305,,,,,,,,,,,,,,,,,,,,,SWIFT J1626.6-5156,246.651,-51.943,0.0270000000794729,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J162636.4-515629,246.65188,-51.94155,0.000305555562178294,,,,,,,2CXO J162636.5-515630,246.652125845421,-51.9418252272375,0.000197209144873258,,2MASS J16263652-5156305,246.652188,-51.941818,1.66666662941376E-05,,0,,,,
IGR J16283-4838,247.045134,-48.648914,3.05555553899871E-05,,OBI,2011A&A...526A..15P,sg,,,,,,,,287.6,1.7,2013ApJ...775L..25C,,,,,,,,,,,,,,,,Y,6.2091212272644,0,,Y,2MASS J16281083-4838560,,,,,,,,,,,,,,,,,,,,,IGR J16283-4838,247.045,-48.649,0.0220000008742015,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J162810.7-483854,247.04488,-48.6486,0.000694444444444444,,4XMM J162810.8-483856,247.045058,-48.648904,0.000229983888888889,,,,,,,2MASS J16281083-4838560,247.045134,-48.648914,3.05555553899871E-05,,0,,,,
IGR J16318-4848,247.951258172883,-48.8168770674089,3.64800666769346E-08,,sgB[e],2004ApJ...616..469F,sgB[e],,,,,,,,80.09,0.012,2017MNRAS.471..355I,,,,,,,,,,,,,6663,-2034,4052,,1.27628457546234,1,,Y,Gaia DR3 5940777877435137024,,,,,,,,,,,,,,,,,,,,,IGR J16318-4848,247.952,-48.817,0.00416666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163148.2-484900,247.95118,-48.81694,0.000444444451067183,,4XMM J163148.3-484900,247.951312,-48.816834,3.10730555555556E-05,,,,,,,2MASS J16314831-4849005,247.951306,-48.816818,1.66666662941376E-05,,5.94077787743514E+018,247.951258172883,-48.8168770674089,3.64800666769346E-08,
AX J1631.9-4752,248.007333,-47.874722,2.22222217255168E-05,,O8I,2008A&A...484..801R,sg,NS,,,,33.7,0,2005A&A...436.1049M,8.96,0.01,2005ATel..649....1C,,,,0.2,0.01,2018A&A...618A..61G,1309,40,2005A&A...433L..41L,,,,,,,,1.03822386264801,1,1,Y,2MASS J16320175-4752289,,,,,,,,,,,,,,,,,,,,,AX J1631.9-4752,248.008,-47.874,0.00483333319425583,,,,,,,,,,,,,,,,,,,,,,AX J1631.9-4752,248.004,-47.883,0.0483333349227905,,2SXPS J163201.6-475229,248.00669,-47.87482,0.000305555562178294,,4XMM J163201.7-475228,248.007343,-47.874716,2.77516666666667E-05,,2CXO J163201.8-475228,248.007796283856,-47.8744502986956,0.000434687513874431,,2MASS J16320175-4752289,248.007333,-47.874722,2.22222217255168E-05,,0,,,,
IGR J16328-4726,248.158287347492,-47.394547554522,1.43672857019636E-07,,O8Iafpe,2013A&A...560A.108C,SFXT,,,,,33.7,0,2005A&A...436.1049M,10.068,0.002,2013ApJ...762...19F,,,,,,,,,,,,,2131,-1012,1769,,8.43364906311035,1,,Y,Gaia DR3 5941324334694123008,,,,,,,,,,,,,,,,,,,,,IGR J16328-4726,248.158,-47.395,0.0206666668256124,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163237.9-472340,248.15793,-47.39469,0.000249999993377262,,4XMM J163237.8-472341,248.157591,-47.394838,7.01044444444444E-05,,,,,,,2MASS J16323791-4723409,248.157967,-47.394699,3.05555553899871E-05,,5.94132433469412E+018,248.158287347492,-47.394547554522,1.43672857019636E-07,
IGR J16327-4940,248.166384845765,-49.7038289914443,1.14212950898541E-08,,OB III,2010A&A...519A..96M,,,,,,,,,,,,,,,,,,,,,,,,13138,-3256,4426,Y,,,,Y,Gaia DR3 5940576971716473344,,,,,,,,,,,,,,,,,,,,,IGR J16327-4940,248.172,-49.666,0.0839999993642171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2MASS J16323995-4942137,248.166467,-49.703823,1.66666662941376E-05,,5.94057697171647E+018,248.166384845765,-49.7038289914443,1.14212950898541E-08,
IGR J16374-5043,249.306235740984,-50.7245953614413,1.36871329612202E-07,,,2020MNRAS.491.4543S,SFXT?,,,,,,,,,,,,,,,,,,,,,,,4224,-1799,3433,Y,2.23375797271729,,,Y,Gaia DR3 5940285090050544512,,,,,,,,,,,,,,,,,,,,,IGR J16374-5043,249.306,-50.725,0.0398333350817362,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163713.4-504330,249.30615,-50.72527,0.00111111111111111,,,,,,,,,,,,,,,,,5.94028509005055E+018,249.306235740984,-50.7245953614413,1.36871329612202E-07,
AX J163904-4642,249.772846,-46.703545,0.000146531388888889,,BIV-V,2008A&A...484..783C,Be,NS,,,,,,,4.23785,0.000012,2015MNRAS.446.4148I,14.99,0.01,2013ApJ...778...45C,,,,908.79,0.01,2015MNRAS.446.4148I,,,,,,,,4.19402980804443,1,1,Y,4XMM J163905.4-464212,,,,,,,,,,,,,,,,,,,,,AX J163904-4642,249.773,-46.704,0.00866666634877523,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J163905.4-464212,249.77267,-46.70339,0.000277777777777778,,4XMM J163905.4-464212,249.772846,-46.703545,0.000146531388888889,,2CXO J163905.4-464212,249.772776269511,-46.7034976789989,0.00019770381865635,,,,,,,0,,,,
IGR J16418-4532,250.461623,-45.540375,1.66666662941376E-05,,BN0.5Ia,2013A&A...560A.108C,SFXT,NS,,,,,,,3.753,0.004,2006ATel..779....1C,14.73,0.006,2013ApJ...778...45C,,,,1246,,2006A&A...453..133W,,,,,,,,12.1799306869507,1,,Y,2MASS J16415078-4532253,,,,,,,,,,,,,,,,,,,,,IGR J16418-4532,250.462,-45.541,0.0110000004371007,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164150.7-453225,250.46139,-45.54048,0.000388888882266151,,4XMM J164150.7-453225,250.461503,-45.540385,0.000236767777777778,,,,,,,2MASS J16415078-4532253,250.461623,-45.540375,1.66666662941376E-05,,0,,,,
IGR J16465-4507,251.646901612526,-45.1179608103413,4.33011368537943E-09,,O9.5Ia,2008A&A...486..911N,SFXT,NS,,,,27.8,,2005A&A...436.1049M,30.24,,2018MNRAS.481.2779S,,,,,,,228,,2006A&A...453..133W,,,,2912,-148,224,,5.21698093414307,0,,Y,Gaia DR3 5943246345430928512,,,,,,,,,,,,,,,,,,,,,IGR J16465-4507,251.648,-45.118,0.02650000055631,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164635.5-450706,251.64805,-45.11841,0.000305555562178294,,4XMM J164635.2-450706,251.646915,-45.11842,0.000331351388888889,,,,,,,2MASS J16463526-4507045,251.64692,-45.117943,1.66666662941376E-05,,5.94324634543093E+018,251.646901612526,-45.1179608103413,4.33011368537943E-09,
IGR J16479-4514,252.027341,-45.201893,1.66666662941376E-05,,O9.5Iab,2008A&A...486..911N,SFXT,,,,,27.8,0,2005A&A...436.1049M,3.3194,0.001,2009MNRAS.397L..11J,11.88,0.002,2013ApJ...778...45C,,,,,,,,,,,,,,18.7029705047607,1,0,Y,2MASS J16480656-4512068,,,,,,,,,,,,,,,,,,,,,IGR J16479-4514,252.027,-45.202,0.0118333329757055,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164806.7-451206,252.02804,-45.20177,0.000305555562178294,,4XMM J164806.7-451208,252.028078,-45.20227,0.000137782222222222,,2CXO J164806.5-451206,252.027449666989,-45.2018950158911,0.000201975128809267,,2MASS J16480656-4512068,252.027341,-45.201893,1.66666662941376E-05,,0,,,,
IGR J16493-4348,252.362308,-43.81918,1.66666662941376E-05,,B0.5Ib,2008ATel.1396....1N,sg,NS,,,,,,,6.7828,0.0004,2019ApJ...873...86P,20.058,0.007,2019ApJ...879...34C,0,,2019ApJ...873...86P,1093.1036,0.0004,2019ApJ...873...86P,,,,,,,,2.39851474761963,,1,Y,2MASS J16492695-4349090,,,,,,,,,,,,,,,,,,,,,IGR J16493-4348,252.362,-43.819,0.0186666667461395,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J164926.9-434908,252.3623,-43.81916,0.000416666666666667,,,,,,,2CXO J164926.9-434909,252.362214376114,-43.8192156504603,0.000197792286311617,,2MASS J16492695-4349090,252.362308,-43.81918,1.66666662941376E-05,,0,,,,
AX J1700-419,255.018130493483,-41.9682172643993,8.2290843129158E-08,,Be?,,,NS,,,,,,,,,,,,,,,,714.5,0.3,1999ApJ...523L..65T,,,,3282,-1153,1564,,1.13230776786804,1,1,Y,Gaia DR3 5966358530819164544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170004.4-415806,255.01858,-41.96838,0.000750000013245477,,4XMM J170004.5-415809,255.019005,-41.96921,0.000271683611111111,,2CXO J170004.3-415805,255.018129664567,-41.9681987139936,0.000202553546025365,,,,,,,5.96635853081916E+018,255.018130493483,-41.9682172643993,8.2290843129158E-08,
AX J1700.2-4220,255.080373205353,-42.3386381165704,0.000202056315125948,,B0.5IVe,2007A&A...461..631N,Be,NS,,,,14.6,,1996MNRAS.280L..31P,44.03,0.03,2017ApJ...846..161C,,,,,,,54.22,0.03,2010ATel.2564....1M,,,,,,,,3.16758227348328,0,0,,2CXO J170019.2-422019,,,,,,,,,,,,,,,,,,,,,AX J1700.2-4220,255.075,-42.34,0.0206666668256124,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J170019.3-422020,255.08074,-42.33914,0.000777777764532301,,4XMM J170019.3-422019,255.080446,-42.338873,0.000530734166666667,,2CXO J170019.2-422019,255.080373205353,-42.3386381165704,0.000202056315125948,,,,,,,0,,,,
OAO 1657-415,255.203682,-41.65596,1.66666662941376E-05,,Ofpe/WN9,2009A&A...505..281M,WR,NS,1.42,0.26,2012MNRAS.422..199M,14.3,0.8,2012MNRAS.422..199M,10.44812,0.00013,2008A&A...486..293B,,,,0.107,0.001,2011AIPC.1379..212J,37.03322,0.00014,2022MNRAS.509.5747S,-57.2,3,2012MNRAS.422..199M,,,,,41.2440185546875,,,Y,2MASS J17004888-4139214,,,,,,,,,,,,,,,,,,,,,OAO 1657-415,255.204,-41.656,0.00333333338300387,,,,,,,,,,,,,,,,,,,,,,OAO 1657-415,255.186,-41.673,0.0316666662693024,,2SXPS J170048.8-413920,255.20346,-41.65578,0.000944444470935398,,,,,,,,,,,,2MASS J17004888-4139214,255.203682,-41.65596,1.66666662941376E-05,,0,,,,
4U 1700-377,255.986565930179,-37.8441202722809,5.84706767565674E-09,,O6Iafcp,2014ApJS..211...10S,sg,,1.96,0.19,2015A&A...577A.130F,46,5,2015A&A...577A.130F,3.41166,0.000004,2016MNRAS.461..816I,,,,0.03,0.02,2016MNRAS.461..816I,,,,-60,10,1986ApJS...61..419G,1499,-57,50,,1.42561459541321,1,,Y,Gaia DR3 5976382915813535232,,,,,,,,,,,,,,,,,,,,,4U 1700-377,255.987,-37.844,0.00283333336313566,,,,,,,,,,,,,,,,,,,,,,4U 1700-377,255.998,-37.859,0.026666667064031,,2SXPS J170356.8-375038,255.98673,-37.84404,0.000972222222222222,,4XMM J170356.7-375038,255.986597,-37.844118,3.35091666666667E-05,,,,,,,2MASS J17035678-3750389,255.986612,-37.844158,1.66666662941376E-05,,5.97638291581354E+018,255.986565930179,-37.8441202722809,5.84706767565674E-09,
AX J1714.1-3912,258.432968769801,-39.2015657089988,4.95803885989719E-07,,,2022MNRAS.512.2929S,sgB[e]/SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,Y,Gaia DR3 5972298848613586048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J171343.9-391206,258.432982,-39.201804,0.000121433055555556,,CXOU J171343.9-391205,258.432916666667,-39.2013888888889,0.000166666666666667,2018A&A...612A..32M,2MASS J17134391-3912055,258.432998,-39.201542,1.66666662941376E-05,,5.97229884861359E+018,258.432968769801,-39.2015657089988,4.95803885989719E-07,
XTE J1716-389,258.985248,-38.864929,2.22222217255168E-05,,sg?,2010MNRAS.408.1866R,sg?,,,,,,,,99.1,0.4,2006ApJS..163..372W,,,,,,,,,,,,,,,,Y,,,0,Y,2MASS J17155645-3851537,,,,,,,,,,,,,,,,,,,,,XTE J1716-389,258.983,-38.865,0.0443333347638448,,,,,,,,,,,,,,,,,,,,,,XTE J1716-389,258.983,-38.859,0.0283333341280619,,,,,,,,,,,,2CXO J171556.4-385154,258.985102412754,-38.8650399226969,0.000259616267039859,,2MASS J17155645-3851537,258.985248,-38.864929,2.22222217255168E-05,,0,,,,
EXO 1722-363,261.297465,-36.282646,1.66666662941376E-05,,B0-1Ia,2009A&A...505..281M,sg,NS,1.91,0.45,2015A&A...577A.130F,18,2,2015A&A...577A.130F,9.7403,0.0004,2007ApJ...661..447T,,,,0.19,-1,2007ApJ...661..447T,414.8,0.5,2006A&A...448..261Z,-6.5,3.8,2010A&A...509A..79M,,,,,2.74655175209045,1,,Y,2MASS J17251139-3616575,,,,,,,,,,,,,,,,,,,,,EXO 1722-363,261.297,-36.283,0.00649999976158142,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J172511.2-361658,261.29682,-36.28297,0.000999999973509047,,4XMM J172511.3-361657,261.297493,-36.282647,3.94702777777778E-05,,,,,,,2MASS J17251139-3616575,261.297465,-36.282646,1.66666662941376E-05,,0,,,,
IGR J17354-3255,263.864996882149,-32.9318231209059,9.13043651315901E-08,,O9Iab,2013A&A...560A.108C,SFXT,,,,,29.6,0,2005A&A...436.1049M,8.447,0.002,2011MNRAS.417..573S,,,,,,,,,,,,,3826,-1769,1523,,2.63427567481995,1,1,Y,Gaia DR3 4054559284753424000,,,,,,,,,,,,,,,,,,,,,IGR J17354-3255,263.865,-32.932,0.0256666660308838,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J173527.7-325548,263.86551,-32.93008,0.000888888902134365,,4XMM J173527.4-325554,263.86453,-32.931855,0.000304787777777778,,2CXO J173527.5-325554,263.864952090007,-32.9317685447762,0.000199388959414346,,2MASS J17352760-3255544,263.865018,-32.931797,1.66666662941376E-05,,4.05455928475342E+018,263.864996882149,-32.9318231209059,9.13043651315901E-08,
IGR J17375-3022,264.39208,-30.38806,0.000249999993377262,,,2020MNRAS.491.4543S,SFXT?,,,,,,,,,,,,,,,,,,,,,,,,,,Y,1.57108008861542,,,Y,2SXPS J173734.0-302317,,,,,,,,,,,,,,,,,,,,,IGR J17375-3022,264.391,-30.388,0.0428333322207133,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J173734.0-302317,264.39208,-30.38806,0.000249999993377262,,,,,,,,,,,,,,,,,0,,,,
XTE J1739-302,264.798129272514,-30.3438132658494,1.12313135630555E-08,,O8Iab(f),2006ApJ...638..982N,SFXT,,,,,33.7,,2005A&A...436.1049M,51.47,,2018MNRAS.481.2779S,,,,,,,,,,,,,1929,-165,201,Y,55.3223114013672,1,1,Y,Gaia DR3 4056922105185686784,,,,,,,,,,,,,,,,,,,,,XTE J1739-302,264.798,-30.344,0.0126666665077209,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J173911.6-302035,264.79835,-30.34331,0.000222222225533591,,4XMM J173911.5-302037,264.798139,-30.343867,6.91236111111111E-05,,2CXO J173911.5-302037,264.798147341791,-30.3437742852803,0.0001984765736194,,2MASS J17391155-3020380,264.798155,-30.343893,2.22222217255168E-05,,4.05692210518569E+018,264.798129272514,-30.3438132658494,1.12313135630555E-08,
GRS 1736-297,264.887967362809,-29.7245842059488,1.64167020055983E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,2271,-995,1723,Y,5.57782125473022,0,,Y,Gaia DR3 4057023702632783744,,,,,,,,,,,,,,,,,,,,,GRS 1736-297,264.888,-29.724,0.0313333332538605,,,,,,,GRS 1736-297,264.875416666667,-29.7022222222222,0.00527777777777778,?,,,,,,,,,,,,,,,,2SXPS J173929.9-294208,264.87489,-29.70224,0.00066666669315762,,4XMM J173929.9-294209,264.874958,-29.702723,0.000134416666666667,,,,,,,,,,,,4.05702370263278E+018,264.887967362809,-29.7245842059488,1.64167020055983E-07,
XTE J1743-363,265.755567,-36.372829,1.66666662941376E-05,,O9I/GIII-I,2010MNRAS.408.1866R,sg,,,,,29.63,,2005A&A...436.1049M,,,,,,,,,,,,,,,,,,,Y,4.30468702316284,1,0,Y,2MASS J17430133-3622221,,,,,,,,,,,,,,,,,,,,,XTE J1743-363,265.755,-36.373,0.0120000004768372,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174301.0-362218,265.75421,-36.37185,0.000388888882266151,,4XMM J174301.2-362222,265.755295,-36.372783,7.84244444444445E-05,,2CXO J174301.2-362222,265.755394137419,-36.3728028156518,0.000219398564187348,,2MASS J17430133-3622221,265.755567,-36.372829,1.66666662941376E-05,,0,,,,
1E 1740.7-2942,265.978478,-29.745278,6.05941666666667E-05,,,,,BH,5,1.1,2020MNRAS.493.2694S,,,,12.61,0.06,2017ApJ...843L..10S,,,,,,,,,,,,,,,,,34.7117614746094,1,1,Y,4XMM J174354.8-294443,,,,,,,,,,,,,,,,,,,,,1E 1740.7-2942,265.978,-29.745,0.00333333338300387,,,,,,,1WGA J1743.9-2944,265.9758,-29.7471,0.00361111111111111,,,,,,,,,,,,1E 1740.7-2942,265.956,-29.728,0.026666667064031,,2SXPS J174354.8-294444,265.97853,-29.74559,0.000249999993377262,,4XMM J174354.8-294443,265.978478,-29.745278,6.05941666666667E-05,,2CXO J174354.8-294443,265.978510673772,-29.7452874220903,0.000197198055885467,,,,,,,0,,,,
RX J1744.7-2713,266.190685981538,-27.2290321367955,5.51718028469218E-09,,B0.5V-IIIe,2006A&A...454..265L,Be,NS,,,,14.6,,1996MNRAS.280L..31P,,,,,,,,,,3245,350,2006A&A...454..265L,,,,1207,-29,33,,,1,1,Y,Gaia DR3 4060784345959549184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1WGA J1744.7-2713,266.1892,-27.2306,0.00361111111111111,,1RXS  J174444.7-271326,266.18625,-27.22389,0.00388888888888889,,,,,,,,,,,,,,,,,4XMM J174445.6-271344,266.190354,-27.22916,0.000373636388888889,,2CXO J174445.7-271344,266.190723408614,-27.2290256550901,0.000201315407786569,,2MASS J17444577-2713444,266.190711,-27.229004,1.66666662941376E-05,,4.06078434595955E+018,266.190685981538,-27.2290321367955,5.51718028469218E-09,
AX J1749.1-2733,267.278701373619,-27.5425131962559,0.00019932862931563,,B1-3V,2010MNRAS.409L..69K,Be,NS,,,,9.6,,1996MNRAS.280L..31P,185.5,1.1,2008A&A...489..657Z,,,,,,,66.09,0.07,2008A&A...489..657Z,,,,,,,Y,,1,0,Y,2CXO J174906.8-273233,,,,,,,,,,,,,,,,,,,,,AX J1749.1-2733,267.288,-27.553,0.0155000001192093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4XMM J174906.8-273233,267.278484,-27.542625,0.000251583888888889,,2CXO J174906.8-273233,267.278701373619,-27.5425131962559,0.00019932862931563,,,,,,,0,,,,
AX J1749.2-2725,267.301666937982,-27.4272861871505,0.000202467158804524,,B3V,2010MNRAS.409L..69K,Be,NS,,,,7.7,,1996MNRAS.280L..31P,,,,,,,,,,220.38,0.2,1998ApJ...508..854T,,,,,,,,Infinity,0,1,Y,2CXO J174912.4-272538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2SXPS J174912.3-272538,267.30154,-27.42732,0.00113888886239794,,4XMM J174912.4-272538,267.30179,-27.427365,0.000217568333333333,,2CXO J174912.4-272538,267.301666937982,-27.4272861871505,0.000202467158804524,,,,,,,0,,,,
